Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Trial,,,2019-05-06 14:13:18,2019-05-06 14:13:49,31.703s,ERROR
,,,,,,
Test Cases/trial1,,,2019-05-06 14:13:23,2019-05-06 14:13:37,14.276s,ERROR
"THE_ANSWER = ""42""",,,2019-05-06 14:13:36,2019-05-06 14:13:37,1.010s,ERROR
,,,,,,
Test Cases/trial 2,,,2019-05-06 14:13:37,2019-05-06 14:13:48,10.830s,ERROR
"comment(""The answer is ... "" + THE_ANSWER)",,,2019-05-06 14:13:48,2019-05-06 14:13:48,0.011s,ERROR
